GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
lab01-recordando-poo-joseortizm,cs.software.lab1,Vehiculo,0,69,0,4,0,15,0,5,0,3
lab01-recordando-poo-joseortizm,cs.software.lab1,Labo1,38,11,0,0,11,4,2,1,2,1
lab01-recordando-poo-joseortizm,cs.software.lab1,Automovil,0,28,0,2,0,7,0,3,0,2
lab01-recordando-poo-joseortizm,cs.software.lab1,Camion,0,63,0,4,0,12,0,5,0,3
